ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2007-12-10,8.003107087665661,8.147798783226932,9.438535734060107,8.003107087665661,8.003107087665661,0.7908625930649739,0.7908625930649739,0.7908625930649739,0.3518981461628926,0.3518981461628926,0.3518981461628926,0.43896444690208125,0.43896444690208125,0.43896444690208125,0.0,0.0,0.0,8.793969680730635
2007-12-11,8.001770606691677,7.927579850754467,9.131771723897305,8.001770606691677,8.001770606691677,0.5375901071586653,0.5375901071586653,0.5375901071586653,0.11178812257158141,0.11178812257158141,0.11178812257158141,0.42580198458708396,0.42580198458708396,0.42580198458708396,0.0,0.0,0.0,8.539360713850343
2007-12-12,8.000434125717693,7.703510541213129,8.983099524003753,8.000434125717693,8.000434125717693,0.33696303047121495,0.33696303047121495,0.33696303047121495,-0.07643272556579923,-0.07643272556579923,-0.07643272556579923,0.4133957560370142,0.4133957560370142,0.4133957560370142,0.0,0.0,0.0,8.337397156188908
2007-12-13,7.999097644743707,7.710499921318028,8.941415281849492,7.999097644743707,7.999097644743707,0.3169787941639499,0.3169787941639499,0.3169787941639499,-0.0851490738940979,-0.0851490738940979,-0.0851490738940979,0.40212786805804784,0.40212786805804784,0.40212786805804784,0.0,0.0,0.0,8.316076438907658
2007-12-14,7.997761163769723,7.708440086017952,8.92513709637997,7.997761163769724,7.997761163769724,0.31378467187597486,0.31378467187597486,0.31378467187597486,-0.07856065022791531,-0.07856065022791531,-0.07856065022791531,0.39234532210389017,0.39234532210389017,0.39234532210389017,0.0,0.0,0.0,8.311545835645697
2007-12-15,7.9964246827957375,7.425388227180564,8.715857902331553,7.9964246827957375,7.9964246827957375,0.08847789350503371,0.08847789350503371,0.08847789350503371,-0.2958746631002916,-0.2958746631002916,-0.2958746631002916,0.3843525566053253,0.3843525566053253,0.3843525566053253,0.0,0.0,0.0,8.084902576300772
2007-12-16,7.995088201821753,7.789179602671008,9.092346535445163,7.995088201821753,7.995088201821753,0.45073638388079595,0.45073638388079595,0.45073638388079595,0.07233084405496555,0.07233084405496555,0.07233084405496555,0.3784055398258305,0.3784055398258305,0.3784055398258305,0.0,0.0,0.0,8.44582458570255
2007-12-17,7.993751720847768,8.093129891307685,9.307643117451043,7.993751720847768,7.993751720847768,0.7266056922847881,0.7266056922847881,0.7266056922847881,0.3518981461628507,0.3518981461628507,0.3518981461628507,0.37470754612193746,0.37470754612193746,0.37470754612193746,0.0,0.0,0.0,8.720357413132556
2007-12-18,7.992415239873784,7.860546181441054,9.09663827879321,7.992415239873784,7.992415239873784,0.4851948143753266,0.4851948143753266,0.4851948143753266,0.11178812257124052,0.11178812257124052,0.11178812257124052,0.373406691804086,0.373406691804086,0.373406691804086,0.0,0.0,0.0,8.47761005424911
2007-12-19,7.991078758899799,7.670214674380512,8.902206921821152,7.991078758899799,7.991078758899799,0.29816252285657735,0.29816252285657735,0.29816252285657735,-0.07643272556600418,-0.07643272556600418,-0.07643272556600418,0.3745952484225815,0.3745952484225815,0.3745952484225815,0.0,0.0,0.0,8.289241281756377
2007-12-20,7.9897422779258145,7.638912113501216,8.888333431234496,7.9897422779258145,7.9897422779258145,0.2931616192082308,0.2931616192082308,0.2931616192082308,-0.08514907389397498,-0.08514907389397498,-0.08514907389397498,0.3783106931022058,0.3783106931022058,0.3783106931022058,0.0,0.0,0.0,8.282903897134045
2007-12-21,7.988405796951829,7.678164538463276,8.959646692936982,7.988405796951829,7.988405796951829,0.3059777491393926,0.3059777491393926,0.3059777491393926,-0.0785606502280298,-0.0785606502280298,-0.0785606502280298,0.3845383993674224,0.3845383993674224,0.3845383993674224,0.0,0.0,0.0,8.294383546091222
2007-12-22,7.987069315977846,7.458812500575644,8.72452970576937,7.987069315977846,7.987069315977846,0.0973411564123106,0.0973411564123106,0.0973411564123106,-0.2958746631003293,-0.2958746631003293,-0.2958746631003293,0.39321581951263984,0.39321581951263984,0.39321581951263984,0.0,0.0,0.0,8.084410472390156
2007-12-23,7.98573283500386,7.817828467653581,9.12359693100748,7.98573283500386,7.98573283500386,0.4765688066884315,0.4765688066884315,0.4765688066884315,0.07233084405430978,0.07233084405430978,0.07233084405430978,0.40423796263412176,0.40423796263412176,0.40423796263412176,0.0,0.0,0.0,8.462301641692292
2007-12-24,7.984396354029876,8.106397810673457,9.294094587330983,7.984396354029876,7.984396354029876,0.7693620785856049,0.7693620785856049,0.7693620785856049,0.35189814616295295,0.35189814616295295,0.35189814616295295,0.41746393242265195,0.41746393242265195,0.41746393242265195,0.0,0.0,0.0,8.75375843261548
2007-12-25,7.983059873055891,7.910111087283688,9.099439679968087,7.983059873055891,7.983059873055891,0.5445123795506555,0.5445123795506555,0.5445123795506555,0.11178812257089954,0.11178812257089954,0.11178812257089954,0.43272425697975586,0.43272425697975586,0.43272425697975586,0.0,0.0,0.0,8.527572252606546
2007-12-26,7.981723392081907,7.73102280127436,8.98731811068264,7.981723392081907,7.981723392081907,0.37339599468784007,0.37339599468784007,0.37339599468784007,-0.07643272556598484,-0.07643272556598484,-0.07643272556598484,0.449828720253825,0.449828720253825,0.449828720253825,0.0,0.0,0.0,8.355119386769747
2007-12-27,7.980386911107922,7.727150430541267,8.959062348178799,7.980386911107922,7.980386911107922,0.38342531800281215,0.38342531800281215,0.38342531800281215,-0.08514907389422297,-0.08514907389422297,-0.08514907389422297,0.46857439189703515,0.46857439189703515,0.46857439189703515,0.0,0.0,0.0,8.363812229110733
2007-12-28,7.979050430133937,7.768689205866692,9.018064665880758,7.979050430133937,7.979050430133937,0.41019289958881716,0.41019289958881716,0.41019289958881716,-0.07856065022776729,-0.07856065022776729,-0.07856065022776729,0.4887535498165845,0.4887535498165845,0.4887535498165845,0.0,0.0,0.0,8.389243329722754
2007-12-29,7.977713949159952,7.558054660023955,8.778029950327639,7.977713949159952,7.977713949159952,0.21428653438532888,0.21428653438532888,0.21428653438532888,-0.29587466310023885,-0.29587466310023885,-0.29587466310023885,0.5101611974855678,0.5101611974855678,0.5101611974855678,0.0,0.0,0.0,8.19200048354528
2007-12-30,7.976377468185967,7.9589537917494715,9.227013307948662,7.976377468185967,7.976377468185967,0.6049327399898535,0.6049327399898535,0.6049327399898535,0.07233084405457914,0.07233084405457914,0.07233084405457914,0.5326018959352744,0.5326018959352744,0.5326018959352744,0.0,0.0,0.0,8.58131020817582
2007-12-31,7.975040987211982,8.258321620018975,9.540187810838917,7.975040987211982,7.975040987211982,0.9077938038422981,0.9077938038422981,0.9077938038422981,0.3518981461630553,0.3518981461630553,0.3518981461630553,0.5558956576792429,0.5558956576792429,0.5558956576792429,0.0,0.0,0.0,8.88283479105428
2008-01-01,7.973704506237997,8.059592613635676,9.290828852355096,7.973704506237997,7.973704506237997,0.6916708083104519,0.6916708083104519,0.6916708083104519,0.11178812257086868,0.11178812257086868,0.11178812257086868,0.5798826857395832,0.5798826857395832,0.5798826857395832,0.0,0.0,0.0,8.665375314548449
2008-01-02,7.9723680252640134,7.855044652049924,9.165735217876307,7.9723680252640134,7.9723680252640134,0.5279940587193211,0.5279940587193211,0.5279940587193211,-0.0764327255661024,-0.0764327255661024,-0.0764327255661024,0.6044267842854235,0.6044267842854235,0.6044267842854235,0.0,0.0,0.0,8.500362083983335
2008-01-03,7.971031544290028,7.89907290193592,9.191875113803235,7.971031544290028,7.971031544290028,0.5442682428641461,0.5442682428641461,0.5442682428641461,-0.08514907389419411,-0.08514907389419411,-0.08514907389419411,0.6294173167583402,0.6294173167583402,0.6294173167583402,0.0,0.0,0.0,8.515299787154174
2008-01-04,7.969695063316044,7.9364561764571135,9.1897627569863,7.969695063316044,7.969695063316044,0.5762089909151615,0.5762089909151615,0.5762089909151615,-0.07856065022793658,-0.07856065022793658,-0.07856065022793658,0.6547696411430981,0.6547696411430981,0.6547696411430981,0.0,0.0,0.0,8.545904054231205
2008-01-05,7.968358582342058,7.757033634920324,8.96003624321571,7.968358582342058,7.968358582342058,0.38454934539887464,0.38454934539887464,0.38454934539887464,-0.2958746631001485,-0.2958746631001485,-0.2958746631001485,0.6804240084990232,0.6804240084990232,0.6804240084990232,0.0,0.0,0.0,8.352907927740933
2008-01-06,7.967022101368075,8.168555730562375,9.387757195387811,7.967022101368075,7.967022101368075,0.7786738122115199,0.7786738122115199,0.7786738122115199,0.07233084405514106,0.07233084405514106,0.07233084405514106,0.7063429681563788,0.7063429681563788,0.7063429681563788,0.0,0.0,0.0,8.745695913579596
2008-01-07,7.96568562039409,8.461093093851261,9.673775857937162,7.96568562039409,7.96568562039409,1.084405525386332,1.084405525386332,1.084405525386332,0.35189814616275106,0.35189814616275106,0.35189814616275106,0.732507379223581,0.732507379223581,0.732507379223581,0.0,0.0,0.0,9.05009114578042
2008-01-08,7.964349139420105,8.244720959735423,9.464704867655565,7.964349139420105,7.964349139420105,0.8706993039622758,0.8706993039622758,0.8706993039622758,0.11178812257127224,0.11178812257127224,0.11178812257127224,0.7589111813910036,0.7589111813910036,0.7589111813910036,0.0,0.0,0.0,8.83504844338238
2008-01-09,7.96301265844612,8.021142447576443,9.309990275330993,7.96301265844612,7.96301265844612,0.7091224011084546,0.7091224011084546,0.7091224011084546,-0.07643272556608309,-0.07643272556608309,-0.07643272556608309,0.7855551266745376,0.7855551266745376,0.7855551266745376,0.0,0.0,0.0,8.672135059554574
2008-01-10,7.961676177472136,8.046023703646384,9.284873354996988,7.961676177472135,7.961676177472135,0.7272906421886765,0.7272906421886765,0.7272906421886765,-0.08514907389416526,-0.08514907389416526,-0.08514907389416526,0.8124397160828417,0.8124397160828417,0.8124397160828417,0.0,0.0,0.0,8.688966819660813
2008-01-11,7.96033969649815,8.068205976178543,9.356052237426569,7.96033969649815,7.96033969649815,0.760996969525732,0.760996969525732,0.760996969525732,-0.07856065022810585,-0.07856065022810585,-0.07856065022810585,0.8395576197538379,0.8395576197538379,0.8395576197538379,0.0,0.0,0.0,8.721336666023882
2008-01-12,7.959003215524167,7.8875297800759565,9.162961494230137,7.959003215524167,7.959003215524167,0.571011221579671,0.571011221579671,0.571011221579671,-0.2958746631000581,-0.2958746631000581,-0.2958746631000581,0.8668858846797292,0.8668858846797292,0.8668858846797292,0.0,0.0,0.0,8.530014437103837
2008-01-13,7.957666734550181,8.270927135602168,9.482867301835103,7.957666734550181,7.957666734550181,0.9667090938244682,0.9667090938244682,0.9667090938244682,0.07233084405356018,0.07233084405356018,0.07233084405356018,0.8943782497709081,0.8943782497709081,0.8943782497709081,0.0,0.0,0.0,8.92437582837465
2008-01-14,7.956330253576197,8.571664008047604,9.81142648718925,7.956330253576197,7.956330253576197,1.2738560392252853,1.2738560392252853,1.2738560392252853,0.3518981461628534,0.3518981461628534,0.3518981461628534,0.9219578930624318,0.9219578930624318,0.9219578930624318,0.0,0.0,0.0,9.230186292801482
2008-01-15,7.9549937726022115,8.409543718281617,9.666622194320174,7.9549937726022115,7.9549937726022115,1.061299052599568,1.061299052599568,1.061299052599568,0.11178812257093128,0.11178812257093128,0.11178812257093128,0.9495109300286366,0.9495109300286366,0.9495109300286366,0.0,0.0,0.0,9.016292825201779
2008-01-16,7.953657291628226,8.259181883795653,9.449467130869468,7.953657291628226,7.953657291628226,0.9004482397022644,0.9004482397022644,0.9004482397022644,-0.07643272556606376,-0.07643272556606376,-0.07643272556606376,0.9768809652683283,0.9768809652683283,0.9768809652683283,0.0,0.0,0.0,8.854105531330491
2008-01-17,7.952320810654243,8.255678123797585,9.491564792378657,7.952320810654243,7.952320810654243,0.9187158987279537,0.9187158987279537,0.9187158987279537,-0.08514907389413642,-0.08514907389413642,-0.08514907389413642,1.00386497262209,1.00386497262209,1.00386497262209,0.0,0.0,0.0,8.871036709382196
2008-01-18,7.950984329680257,8.303095934804197,9.54008364754414,7.950984329680257,7.950984329680257,0.9516500915651058,0.9516500915651058,0.9516500915651058,-0.07856065022784332,-0.07856065022784332,-0.07856065022784332,1.0302107417929491,1.0302107417929491,1.0302107417929491,0.0,0.0,0.0,8.902634421245363
2008-01-19,7.949647848706273,8.077421420408305,9.352105069365642,7.949647848706273,7.949647848706273,0.7597414206715077,0.7597414206715077,0.7597414206715077,-0.29587466310028854,-0.29587466310028854,-0.29587466310028854,1.0556160837717963,1.0556160837717963,1.0556160837717963,0.0,0.0,0.0,8.70938926937778
2008-01-20,7.948311367732288,8.48199413092445,9.73358354449729,7.948311367732288,7.948311367732288,1.152060778187852,1.152060778187852,1.152060778187852,0.0723308440541221,0.0723308440541221,0.0723308440541221,1.0797299341337299,1.0797299341337299,1.0797299341337299,0.0,0.0,0.0,9.10037214592014
2008-01-21,7.946974886758304,8.77675182822559,10.03219942771489,7.946974886758304,7.946974886758304,1.4540535802806323,1.4540535802806323,1.4540535802806323,0.3518981461629557,0.3518981461629557,0.3518981461629557,1.1021554341176767,1.1021554341176767,1.1021554341176767,0.0,0.0,0.0,9.401028467038936
2008-01-22,7.945638405784318,8.582983583385788,9.807833562524484,7.945638405784318,7.945638405784318,1.2342431286646507,1.2342431286646507,1.2342431286646507,0.11178812257059037,0.11178812257059037,0.11178812257059037,1.1224550060940603,1.1224550060940603,1.1224550060940603,0.0,0.0,0.0,9.179881534448969
2008-01-23,7.944301924810334,8.338166036495991,9.664263454702924,7.944301924810334,7.944301924810334,1.063724648910772,1.063724648910772,1.063724648910772,-0.07643272556604445,-0.07643272556604445,-0.07643272556604445,1.1401573744768163,1.1401573744768163,1.1401573744768163,0.0,0.0,0.0,9.008026573721107
2008-01-24,7.942965443836349,8.375666694871628,9.59093766846113,7.942965443836349,7.942965443836349,1.0696173434583824,1.0696173434583824,1.0696173434583824,-0.08514907389415191,-0.08514907389415191,-0.08514907389415191,1.1547664173525345,1.1547664173525345,1.1547664173525345,0.0,0.0,0.0,9.01258278729473
2008-01-25,7.941628962862365,8.386561108136982,9.617016676849271,7.941628962862365,7.941628962862365,1.0872110199029241,1.0872110199029241,1.0872110199029241,-0.07856065022795783,-0.07856065022795783,-0.07856065022795783,1.165771670130882,1.165771670130882,1.165771670130882,0.0,0.0,0.0,9.02883998276529
